published_at,type,scope,mo,geo,place,expected_sign,source_url,rule,EventCode,n_articles
2023-08-31,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.wjcl.com/article/tampa-bay-serious-idalia-flooding-dodges-direct-hit/44965120,url,042,13
2023-08-31,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.newsday.com/news/nation/tampa-bay-area-gets-serious-flooding-but-again-dodges-a-direct-hit-from-a-major-hurricane-cdj9rhs8,url,010,12
2023-08-31,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.tampabay.com/hurricane/2023/08/30/idalia-tampa-bay-storm-surge-record-flood-st-petersburg-clearwater/,url,1712,12
2023-08-31,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://ktar.com/story/5534304/tampa-bay-area-gets-serious-flooding-but-again-dodges-a-direct-hit-from-a-major-hurricane/,url,010,10
2023-08-31,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://ktvz.com/news/2023/08/30/deadly-hurricane-idalia-pummels-florida-with-record-breaking-storm-surge-and-disastrous-flooding-now-georgia-and-carolinas-are-at-risk/,url,010,4
2023-08-31,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.tampabay.com/hurricane/2023/08/31/st-petersburgs-shore-acres-residents-battle-floods-fires-fatigue-after-idalia/,url,030,4
2023-08-31,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.bnnbloomberg.ca/hurricane-idalia-exposes-florida-s-dangerous-flood-insurance-gap-1.1965388,url,0874,1
2023-09-01,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.tampabay.com/hurricane/2023/08/31/6-tampa-bay-homes-caught-fire-after-idalia-why-flooding-may-be-blame/,url,1712,18
2023-09-01,disaster,unmatched,,,"Kedr, Sverdlovskaya Oblast', Russia",positive,https://www.themoscowtimes.com/2023/09/01/flash-floods-submerge-homes-roads-in-far-east-russia-a82328,url,1724,2
2023-09-01,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://abcnews.go.com/US/wireStory/tampa-bay-area-gets-flooding-dodges-direct-hit-104260641,url,010,2
2023-09-01,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.newstalkflorida.com/featured/tampa-bay-area-gets-serious-flooding-but-again-dodges-a-direct-hit-from-a-major-hurricane/,url,013,2
2023-09-04,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.sun-sentinel.com/2023/09/04/6-tampa-bay-homes-caught-fire-after-idalia-why-flooding-may-be-to-blame/,url,070,6
2023-09-05,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.wtsp.com/article/news/local/pinellascounty/flood-fire-shore-acres-hurricane-idalia/67-e69a8ca2-836a-4ae5-9660-62a4a0f0a72a,url,042,18
2023-09-07,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://news.yahoo.com/federal-programs-pay-elevate-flood-110000758.html,url,051,8
2023-09-07,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.fox13news.com/news/shore-acres-neighborhood-accounts-for-82-of-st-petes-flood-damages-from-hurricane-idalia,url,100,4
2023-09-08,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://foreignpolicy.com/2023/09/08/china-climate-change-food-security-flood-agriculture/,url,012,5
2023-09-10,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://foreignpolicy.com/2023/09/08/china-climate-change-food-security-flood-agriculture/?tpcc=recirc_trending062921,url,012,5
2023-09-11,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.abcactionnews.com/news/region-pinellas/st-pete-resident-renovating-home-after-idalia-flooding-suffers-devastating-house-fire-officials-say,url,042,12
2023-09-14,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.washingtonpost.com/world/2023/09/13/libya-floods-hifter-governments-aid/,url,046,6
2023-09-14,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://patch.com/florida/stpete/synagogue-evacuated-after-fake-bomb-threat-st-petersburg-police,url,1383,5
2023-09-14,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.gdnonline.com/Details/1290985/EU-to-investigate-%E2%80%98flood%E2%80%99-of-Chinese-electric-cars,url,010,4
2023-09-16,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://finance.yahoo.com/news/flood-russian-wheat-halves-world-050000105.html,url,080,68
2023-09-17,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://mb.com.ph/2023/9/17/russia-sends-doctors-aid-to-flood-stricken-libya,url,060,10
2023-09-17,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.tbsnews.net/bloomberg-special/flood-russian-wheat-halves-world-prices-wartime-high-701774,url,060,10
2023-09-18,disaster,unmatched,,,"Badya, Permskiy Kray, Russia",positive,https://www.aljazeera.com/news/2023/9/18/libya-floods-conflicting-death-tolls-greek-aid-workers-die-in-crash,url,010,3
2023-09-20,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.streetinsider.com/Reuters/Cargo+ship+crew+evacuated+after+explosion+near+Romanian+Danube+port/22180398.html,url,0872,56
2023-09-20,disaster,unmatched,,,"Karabakh, Dagestan, Russia",positive,https://www.aa.com.tr/en/europe/russia-says-over-2-000-civilians-evacuated-from-karabakh/2996652,url,090,10
2023-09-23,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://news.yahoo.com/aid-shipments-evacuations-azerbaijan-reasserts-190306496.html,url,175,184
2023-09-23,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.ksat.com/news/world/2023/09/23/aid-shipments-and-evacuations-as-azerbaijan-reasserts-control-over-breakaway-province/,url,013,24
2023-09-23,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.winnipegfreepress.com/world/2023/09/23/aid-shipments-and-evacuations-as-azerbaijan-reasserts-control-over-breakaway-province,url,0842,18
2023-09-23,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.ctvnews.ca/world/aid-shipments-and-evacuations-as-azerbaijan-reasserts-control-over-breakaway-province-1.6574926,url,192,10
2023-09-23,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.latimes.com/world-nation/story/2023-09-23/aid-shipments-and-evacuations-as-azerbaijan-reasserts-control-over-breakaway-province,url,080,3
2023-09-24,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.clickondetroit.com/news/world/2023/09/23/aid-shipments-and-evacuations-as-azerbaijan-reasserts-control-over-breakaway-province/,url,073,48
2023-09-24,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.france24.com/en/africa/20230924-russia-woos-haftar-but-can-the-derna-floods-give-libyans-another-chance,url,043,19
2023-09-24,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://uk.finance.yahoo.com/news/russia-woos-haftar-derna-floods-124023443.html,url,042,9
2023-09-24,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,"http://www.morningsun.net/stories/aid-shipments-and-evacuations-as-azerbaijan-reasserts-control-over-breakaway-province,91512",url,140,8
2023-09-24,disaster,unmatched,,,"Karabakh, Dagestan, Russia",positive,https://www.nna-leb.gov.lb/en/international/641962/residents-of-two-villages-in-karabakh-evacuated-to,url,043,2
2023-09-26,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.newarab.com/news/libya-warlord-haftar-visits-moscow-amid-flood-aftermath,url,042,10
2023-09-26,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.fox13news.com/news/tropical-storm-helene-flooding-prone-shore-acres-prepares-home-hardening-expert,url,1711,4
2023-09-29,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.zerohedge.com/geopolitical/bomb-threat-forces-evacuation-russian-orthodox-seminary-monastery-new-york,url,090,28
2023-09-30,disaster,unmatched,,,"Karabakh, Dagestan, Russia",positive,https://www.telegraph.co.uk/world-news/2023/09/30/armenia-eu-nagorno-karabakh-refugees-flood/,url,020,5
2023-10-01,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.spokanepublicradio.org/2023-09-30/in-libya-the-struggle-to-recover-from-massive-flooding,url,161,8
2023-10-03,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.france24.com/en/live-news/20231003-libya-flood-relief-hampered-by-turf-wars-and-division,url,043,8
2023-10-04,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.skynews.com.au/world-news/russia-prepares-for-nuclear-ultimatum-with-mass-evacuation-drills-as-vladimir-putin-is-urged-to-resume-testing-bombs/news-story/b5d66f038c42f702639d567936e9d14c,url,010,10
2023-10-04,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.modernghana.com/news/1263280/libya-flood-relief-hampered-by-turf-wars-and.html,url,043,8
2023-10-04,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://mirrorspectator.com/2023/10/04/national-assembly-ratifies-rome-statute-as-artsakh-refugees-flood-into-armenia/,url,100,6
2023-10-04,disaster,unmatched,,,"Tokmak, Saratovskaya Oblast', Russia",positive,https://menafn.com/1107187316/Russian-Officers-Evacuate-Their-Families-From-Tokmak-Fedorov,url,073,5
2023-10-07,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://arynews.tv/al-aqsa-flood-russia-calls-for-immediate-ceasefire-in-gaza/,url,0256,17
2023-10-09,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.newarab.com/analysis/after-libyas-floods-russia-throws-its-weight-behind-haftar,url,043,9
2023-10-09,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.hindustantimes.com/world-news/myanmar-floods-heavy-flooding-in-myanmar-displaces-more-than-10-000-people-101696846989320.html,url,040,4
2023-10-10,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.reuters.com/world/europe/miners-being-evacuated-after-fire-evraz-owned-mine-russia-2023-10-10/,url,190,40
2023-10-10,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,http://www.1prime.biz/news/_Yerunakovskaya-8_coal_mine_on_fire_workers_evacuated/0/%7BCD3CB33F-EECE-4F73-83DE-78CFF2D2CE74%7D.uif,url,160,10
2023-10-10,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.usnews.com/news/world/articles/2023-10-10/miners-being-evacuated-after-fire-at-evraz-owned-mine-in-russia,url,160,10
2023-10-10,disaster,unmatched,,,"Ulyanovskaya, Arkhangel'skaya Oblast', Russia",positive,https://www.saltwire.com/halifax/news/world/miners-being-evacuated-after-fire-at-evraz-owned-mine-in-russia-100899911/,url,190,10
2023-10-10,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.agcnews.eu/israel-iron-swords-vs-al-aqsa-flood-foreign-dressing-of-the-arab-palestinian-revolution/,url,100,8
2023-10-12,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.tampabay.com/weather/2023/10/12/tampa-bay-tornado-storm-flood-water-high-tide/,url,130,10
2023-10-12,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.themoscowtimes.com/2023/10/12/400-russians-seek-evacuation-from-besieged-gaza-strip-a82748,url,160,3
2023-10-12,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.sott.net/article/485071-The-geopolitics-of-Al-Aqsa-Flood,url,138,1
2023-10-13,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://dunyanews.tv/en/World/762348-Israel-orders-evacuation-of-1-1-million-in-north-Gaza-within-24-hours-s,url,010,8
2023-10-13,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://insurancenewsnet.com/oarticle/tampa-bay-area-sees-higher-than-usual-tides-some-flooding,url,012,5
2023-10-13,disaster,unmatched,,,"Leningrad, Sankt-Peterburg, Russia",positive,https://timesofmalta.com/articles/view/world-concern-israel-gaza-evacuation-order.1061139,url,010,3
2023-10-14,disaster,unmatched,,,"Leningrad, Sankt-Peterburg, Russia",positive,https://www.thedailystar.net/news/world/israel-hamas-war/news/thousands-flee-north-gaza-after-israel-evacuation-warning-3442686,url,138,62
2023-10-14,disaster,unmatched,,,"Ingushetia, Chechnya and Ingushetiya, Russia",positive,https://nypost.com/2023/10/14/louvre-versailles-evacuated-day-after-french-teacher-stabbed/,url,043,10
2023-10-14,disaster,unmatched,,,"Ingushetia, Chechnya and Ingushetiya, Russia",positive,https://www.scmp.com/news/world/europe/article/3237980/louvre-museum-and-versailles-palace-evacuated-after-bomb-threats-france-alert,url,042,5
2023-10-14,disaster,unmatched,,,"Leningrad, Sankt-Peterburg, Russia",positive,https://english.mathrubhumi.com/news/world/thousands-flee-north-gaza-after-israel-evacuation-warning-1.8985940,url,1123,4
2023-10-14,disaster,unmatched,,,"Leningrad, Sankt-Peterburg, Russia",positive,https://www.daily-sun.com/post/717278/Thousands-flee-north-Gaza-after-Israel-evacuation-warning,url,138,3
2023-10-14,disaster,unmatched,,,"Leningrad, Sankt-Peterburg, Russia",positive,https://www.dhakatribune.com/world/middle-east/327962/thousands-flee-north-gaza-after-israel-evacuation,url,1123,3
2023-10-15,disaster,unmatched,,,"Ingushetia, Chechnya and Ingushetiya, Russia",positive,https://www.brisbanetimes.com.au/world/europe/france-on-alert-louvre-versailles-major-station-evacuated-after-bomb-threats-20231015-p5eccd.html,url,043,40
2023-10-15,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://hardwoodparoxysm.com/israel-hamas-todays-news-israel-major-operations-do-not-take-place-until-civilians-are-evacuated-wall-street-journal-egypt-does-not-open-a-corridor-for-american-citizens-fl/,url,0256,16
2023-10-19,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://patch.com/florida/stpete/st-pete-kosher-deli-provides-meals-300-evacuated-israel,url,043,5
2023-10-20,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.tampabay.com/news/2023/10/20/shore-acres-hurricane-idalia-damage-house-flooding/,url,042,8
2023-10-27,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://timesofindia.indiatimes.com/world/europe/russian-president-vladimir-putin-not-dead-no-coup-underway-in-moscow-kremlin-denies-flood-of-rumours/articleshow/104751751.cms,url,016,5
2023-10-29,disaster,unmatched,,,"Makhachkala, Dagestan, Russia",positive,https://www.foxnews.com/world/pro-palestinian-rioters-storm-russian-airport-flood-runway-looking-israeli-flight-officials,url,010,12
2023-10-30,disaster,unmatched,,,"Makhachkala, Dagestan, Russia",positive,https://www.wgmd.com/pro-palestinian-rioters-storm-russian-airport-flood-runway-looking-for-israeli-flight-officials/,url,070,20
2023-10-30,disaster,unmatched,,,"Khasavyurt, Dagestan, Russia",positive,https://humanevents.com:443/2023/10/30/pro-hamas-lynch-mob-floods-russian-airport-searching-for-israeli-tourists,url,090,6
2023-10-31,disaster,unmatched,,,"Jewish Autonomous Oblast, Yevreyskaya Avtonomnaya Oblast', Russia",positive,https://sfbayview.com/2023/10/operation-al-aqsa-flood-palestine-israel-and-resistance/,url,100,2
2023-11-01,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.thetimes.co.uk/article/tips-flood-in-on-2018-murders-since-death-of-wagner-group-chief-w80cnnx66,url,112,5
2023-11-09,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.themoscowtimes.com/2023/11/09/moscow-shocked-by-timeline-to-evacuate-russians-from-gaza-a83048,url,174,16
2023-11-09,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.zawya.com/en/world/middle-east/moscow-shocked-by-timeline-to-evacuate-russians-from-gaza-gozrt5jy,url,013,9
2023-11-09,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.lbcgroup.tv/news/middleeastnews/733816/russia-shocked-by-the-delay-in-evacuating-its-citi/en,url,012,2
2023-11-12,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.voanews.com/a/russia-begins-evacuating-its-nationals-from-gaza-/7351930.html,url,060,15
2023-11-12,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://mb.com.ph/2023/11/12/russia-evacuated-over-70-citizen-from-gaza-into-egypt,url,160,6
2023-11-12,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.themoscowtimes.com/2023/11/12/russia-begins-evacuating-citizens-from-gaza-strip-a83079,url,073,5
2023-11-13,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.dawn.com/news/1788849/500-dual-nationals-leave-for-egypt-as-evacuations-resume,url,051,16
2023-11-13,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.middleeaststar.com/news/274030766/russia-begins-evacuating-its-nationals-from-gaza,url,020,12
2023-11-13,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.aa.com.tr/en/europe/1st-group-of-russian-citizens-evacuated-from-gaza-strip-leaves-for-moscow/3052636,url,043,10
2023-11-14,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.themoscowtimes.com/2023/11/14/in-photos-first-russians-evacuated-from-gaza-land-in-moscow-a83101,url,192,2
2023-11-15,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.postandcourier.com/aikenstandard/aikenstandard/news/nation/palestinians-call-for-evacuating-gazas-largest-hospital/article_ad76edc6-29cb-51a0-9490-ebce8602b41c.html,url,172,10
2023-11-15,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.rbth.com/arts/336827-saved-frescoes-flooded-monastery-ussr,url,130,8
2023-11-19,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.israelherald.com/news/274038738/moscow-provides-update-on-evacuation-of-russians-from-gaza,url,0256,42
2023-11-19,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.usnews.com/news/world/articles/2023-11-18/more-than-550-russians-evacuated-from-gaza-so-far-russia,url,160,26
2023-11-19,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.devdiscourse.com/article/business/2717609-more-than-550-russians-evacuated-from-gaza-so-far---russia,url,160,20
2023-11-19,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.foxnews.com/world/finland-accuses-russia-flooding-borders-middle-eastern-migrants-retaliation-cooperation-us,url,120,12
2023-11-19,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://news.yahoo.com/finland-accuses-russia-flooding-borders-191322736.html,url,112,8
2023-11-20,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.middleeaststar.com/news/274038738/moscow-provides-update-on-evacuation-of-russians-from-gaza,url,020,72
2023-11-20,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.wgmd.com/finland-accuses-russia-of-flooding-borders-with-middle-eastern-migrants-in-retaliation-for-cooperation-with-us/,url,112,22
2023-11-20,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://timesofindia.indiatimes.com/world/europe/russia-flooding-borders-with-middle-eastern-migrants-finland/articleshow/105362921.cms,url,042,10
2023-11-20,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.ansa.it/sito/photogallery/primopiano/2023/11/20/cittadini-evacuati-da-gaza_5b0565e0-2fdb-4113-959c-ed788b2ddf04.html,url,160,6
2023-11-21,disaster,unmatched,,,"Pokrovka, Sakha (Yakutiya), Russia",positive,https://news.yahoo.com/evacuation-route-opens-sumy-oblast-212000021.html,url,190,3
2023-11-22,disaster,unmatched,,,"Zakharova, Krasnoyarskiy Kray, Russia",positive,https://www.bolnews.com/international/2023/11/philippines-faces-deluge-1-died-43000-evacuated-in-floods/,url,130,8
2023-11-27,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://actmedia.eu/financial-and-banking/governor-isarescu-about-the-history-of-evacuated-gold-treasure-deposited-in-moscow-in-1916-1917/106104,url,1711,10
2023-11-28,disaster,unmatched,,,"Anapa, Krasnodarskiy Kray, Russia",positive,https://www.hellenicshippingnews.com/storm-in-black-sea-floods-azov-port-delays-grain-shipments/,url,043,7
2023-11-29,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.nysun.com/article/flooded-by-asylum-seekers-from-russia-finland-shuts-its-eastern-border-for-two-weeks,url,154,8
2023-12-03,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.japanherald.com/news/274053238/russian-snow-crab-imports-flood-japanese-market-media,url,061,100
2023-12-05,disaster,unmatched,,,"Lomonosov, Sankt-Peterburg, Russia",positive,https://sputnikglobe.com/20231205/environmentalists-gazas-water-farmland-will-be-unusable-if-idf-floods-tunnels-with-seawater-1115413868.html,url,051,8
2023-12-12,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.fox13news.com/news/suspicious-package-that-caused-evacuation-at-bay-pines-va-hospital-not-a-threat-officials-say,url,012,10
2023-12-17,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.tampabay.com/news/st-petersburg/2023/12/17/tampa-bay-flooding-shore-acres-beaches/,url,012,14
2023-12-17,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.wtsp.com/article/news/local/coastal-flooding-tampa-bay-area/67-5fa0c725-ef67-47db-9a3d-b41cb908cd20,url,010,6
2023-12-17,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.fox13news.com/news/flooding-in-shore-acres-after-severe-weather-sweeps-through-bay-area,url,012,2
2023-12-18,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.russiaherald.com/news/274068844/all-russians-evacuated-from-gaza-strip,url,080,14
2023-12-18,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://news.yahoo.com/flooding-st-petersburg-neighborhoods-likely-202900164.html,url,010,10
2023-12-18,disaster,unmatched,,,"Sverdlovskiy, Sverdlovskaya Oblast', Russia",positive,"https://akipress.com/news:749497:Students_evacuated_from_3_schools,_university_in_Bishkek_over_bomb_threat/",url,1383,4
2023-12-18,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.abcactionnews.com/news/region-pinellas/storm-surge-causes-flooding-in-st-pete-neighborhoods-after-weekend-storm,url,192,4
2023-12-19,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.dailynewsegypt.com/2023/12/19/all-russians-evacuated-from-gaza-strip-relief-mission-concludes/,url,160,23
2023-12-19,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.abcactionnews.com/news/region-pinellas/st-pete-neighborhoods-dealing-with-cleanup-after-yet-another-flood-event,url,010,8
2023-12-19,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.tampabay.com/news/st-petersburg/2023/12/18/flooding-st-petersburg-neighborhoods-likely-not-fema-disaster/,url,042,4
2023-12-21,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.wtsp.com/article/news/local/pinellascounty/shore-acres-flood/67-391d1f5b-e71c-4e36-a54d-0d72d7a3159c,url,027,10
2023-12-21,disaster,unmatched,,,"Lugansk, Novosibirskaya Oblast', Russia",positive,https://www.bignewsnetwork.com/news/274072465/deadly-virus-outbreak-triggers-mass-train-evacuation,url,043,3
2023-12-22,disaster,unmatched,,,"Lugansk, Novosibirskaya Oblast', Russia",positive,https://legitgov.org/index.php/2023/12/21/deadly-virus-outbreak-triggers-mass-train-evacuation/,url,043,3
2023-12-24,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://news.yahoo.com/residents-evacuated-19-villages-northern-191047387.html,url,160,10
2023-12-25,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://news.yahoo.com/mud-bullets-retaking-labyrinth-flooded-083901492.html,url,080,4
2023-12-28,disaster,unmatched,,,"Chelyabinsk, Chelyabinskaya Oblast', Russia",positive,https://www.sfgate.com/news/world/article/ap-concludes-at-least-hundreds-died-in-floods-18577550.php,url,073,361
2023-12-28,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://www.thecourier.co.uk/news/uk-world/4852087/russia-vastly-and-deliberately-undercounted-dam-flooding-deaths-probe-finds/,url,013,60
2023-12-28,disaster,unmatched,,,"Chelyabinsk, Chelyabinskaya Oblast', Russia",positive,https://www.newstimes.com/news/world/article/ap-concludes-at-least-hundreds-died-in-floods-18577550.php,url,112,8
2024-01-03,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.smdailyjournal.com/news/world/extreme-cold-grips-nordic-countries-as-floods-hit-western-europe/article_cf6072fb-33a4-5cbf-9818-c8bc46bf97f5.html,url,130,110
2024-01-03,disaster,unmatched,,,"Nizhneangarsk, Krasnoyarskiy Kray, Russia",positive,https://www.hindustantimes.com/world-news/379-people-fled-japan-plane-before-flames-engulfed-it-other-miracle-evacuations-101704298328302.html,url,042,5
2024-01-03,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.idahopress.com/news/world/extreme-cold-grips-nordic-countries-russia-as-floods-hit-western-europe/article_1115705f-6672-5120-b2eb-2a89b34f242b.html,url,070,5
2024-01-04,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://santamariatimes.com/news/world/extreme-cold-grips-nordic-countries-russia-as-floods-hit-western-europe/article_f3cdacd1-3ff7-5e64-899c-7ad00ee2915b.html,url,070,45
2024-01-04,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.arkansasonline.com/news/2024/jan/04/flooding-gales-deep-cold-assail-europe/,url,012,5
2024-01-06,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.salemnews.com/news/extreme-cold-grips-nordic-countries-as-floods-hit-western-europe/article_70edaeb8-94fb-554a-abaa-f1faebc5cab6.html,url,070,6
2024-01-08,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://news.yahoo.com/russia-evacuates-hundreds-border-city-110713532.html,url,160,26
2024-01-09,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.wtsp.com/article/weather/flooding-st-pete-storm-riviera-bay/67-a92bafa7-4c7b-4bdb-9891-5b937e1144a1,url,010,10
2024-01-10,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://news.yahoo.com/nowhere-safe-russian-city-evacuates-153521569.html,url,160,70
2024-01-10,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://news.yahoo.com/shore-acres-residents-fed-flooding-110730181.html,url,071,16
2024-01-10,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.fox13news.com/news/shore-acres-residents-fed-up-with-flooding-take-matters-into-their-own-hands-we-need-solutions,url,040,2
2024-01-11,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.themoscowtimes.com/2024/01/11/boiling-water-floods-streets-of-novosibirsk-leaves-residents-without-heat-a83691,url,090,10
2024-01-11,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.themoscowtimes.com/2024/01/11/activists-evacuate-dogs-from-russias-buryatia-over-euthanization-law-a83690,url,081,10
2024-01-11,disaster,mo,городской округ город Новосибирск,^городской\ округ\ город\ Новосибирск$,"Novosibirsk, Novosibirskaya Oblast', Russia",positive,https://www.dailymail.co.uk/news/article-12950943/Frozen-Russian-city-floods-central-heating-pipe-BURSTS-torrent-water-street-authorities-criminal-investigation.html,url,010,10
2024-01-11,disaster,mo,городской округ город Новосибирск,^городской\ округ\ город\ Новосибирск$,"Novosibirsk, Novosibirskaya Oblast', Russia",positive,https://www.mirror.co.uk/news/world-news/russian-city-floods-after-soviet-31860837,url,031,5
